id,src,dst
4051,42,84
4052,42,21
4053,42,307
4054,42,58
4055,42,157
4056,42,99
4057,42,235
4058,42,60
4059,42,173
4060,42,89
4061,42,101
4062,42,17
4063,42,82
4064,42,177
4065,42,75
4066,42,401
4067,42,1165
4068,42,105
4069,42,238
4070,42,47
9771,42,378
4071,43,33
4072,43,33
4073,43,42
4074,43,42
4075,43,20
4076,43,105
4077,43,528
4078,43,93
4079,43,17
4080,43,106
4081,43,106
4082,43,75
4083,43,1
4084,43,721
4085,43,85
4086,43,85
4087,43,85
4088,43,45
4089,43,45
4090,43,101
4091,43,462
4092,43,39
4093,43,46
4094,43,46
4095,43,24
4096,43,352
4097,43,22
4098,43,65
4099,43,12
4100,43,32
4101,43,32
4102,43,9
4103,43,9
4104,43,227
4105,43,569
4106,43,278
4107,43,5
4108,43,5
4109,43,5
4110,43,83
4111,43,163
4112,43,107
4113,43,107
4114,43,61
4115,43,61
4116,43,31
4117,43,31
4118,43,28
4119,43,556
4120,43,327
4121,43,130
4122,43,114
4123,43,1009
4124,43,240
4125,43,185
4126,43,21
4127,43,21
4128,43,78
4129,43,401
4130,43,55
4131,43,103
4132,43,71
4133,43,1206
4134,43,123
4135,43,123
4136,43,30
4137,43,722
4138,43,385
4139,43,66
4140,43,638
4141,43,51
4142,43,1360
4143,43,690
4144,43,16
4145,43,180
4146,43,18
4147,43,366
4148,43,248
4149,43,1154
4150,43,47
4151,43,29
4152,43,347
4153,43,57
4154,43,63
4155,43,81
9715,43,108
4156,44,342
4157,44,99
4158,44,278
4159,44,968
4160,44,41
4161,44,153
4162,44,77
4163,44,7
4164,44,15
4165,44,28
4166,44,28
4167,44,463
4168,44,56
4169,44,71
4170,44,71
4171,44,33
4172,44,33
4173,44,33
4174,44,36
4175,44,115
4176,44,25
4177,44,445
4178,44,57
4179,44,1252
4180,44,3
4181,44,100
4182,44,336
4183,44,16
4184,44,733
4185,44,38
4186,44,38
4187,44,59
4188,44,303
4189,44,12
4190,44,39
4191,44,24
4192,44,37
4193,44,37
4194,44,37
4195,44,662
4196,44,233
4197,44,109
4198,44,55
4199,44,55
4200,44,50
4201,44,29
4202,44,4
4203,44,75
4204,44,1242
4205,44,110
4206,44,35
4207,44,22
4208,44,27
4209,44,27
4210,44,656
4211,44,34
4212,44,34
4213,44,10
4214,44,10
4215,44,96
4216,44,26
4217,44,165
4218,44,64
4219,44,989
4220,44,70
4221,44,174
4222,44,31
4223,44,31
4224,44,5
4225,44,42
4226,44,345
4227,44,19
4228,44,19
4229,44,1188
4230,44,476
4231,44,147
4232,44,8
4233,44,337
4234,44,114
4235,44,126
4236,44,183
4237,44,21
4238,44,30
4239,44,82
4240,44,68
4241,44,1200
9623,44,73
4242,45,199
4243,45,61
4244,45,61
4245,45,898
4246,45,1423
4247,45,27
4248,45,27
4249,45,27
4250,45,982
4251,45,38
4252,45,38
4253,45,104
4254,45,320
4255,45,100
4256,45,32
4257,45,8
4258,45,8
4259,45,125
4260,45,25
4261,45,25
4262,45,66
4263,45,33
4264,45,443
4265,45,24
4266,45,24
4267,45,83
4268,45,92
4269,45,23
4270,45,620
4271,45,765
4272,45,20
4273,45,20
4274,45,75
4275,45,15
4276,45,15
4277,45,19
4278,45,150
4279,45,18
4280,45,1221
4281,45,287
4282,45,44
4283,45,486
4284,45,133
4285,45,16
4286,45,112
4287,45,344
4288,45,89
4289,45,14
4290,45,28
4291,45,105
4292,45,134
4293,45,84
4294,45,149
4295,45,162
4296,45,405
4297,45,1246
4298,46,25
4299,46,57
4300,46,67
4301,46,67
4302,46,111
4303,46,748
4304,46,694
4305,46,4
4306,46,4
4307,46,48
4308,46,239
4309,46,56
4310,46,52
4311,46,42
4312,46,30
4313,46,988
4314,46,24
4315,46,16
4316,46,93
4317,46,17
4318,46,98
4319,46,98
4320,46,18
4321,46,400
4322,46,136
4323,46,20
4324,46,657
4325,46,142
4326,46,10
4327,46,10
4328,46,74
4329,46,55
4330,46,228
4331,46,32
4332,46,324
4333,46,435
4334,46,13
4335,46,11
4336,46,40
4337,46,203
4338,46,43
4339,46,31
4340,46,26
4341,46,272
4342,46,21
4343,46,14
4344,46,38
4345,46,36
4346,46,19
4347,46,134
4348,46,560
4349,46,54
4350,46,15
4351,46,9
4352,46,37
4353,46,342
4354,47,20
4355,47,20
4356,47,34
4357,47,34
4358,47,64
4359,47,461
4360,47,80
4361,47,138
4362,47,24
4363,47,70
4364,47,995
4365,47,41
4366,47,167
4367,47,171
4368,47,94
4369,47,915
4370,47,63
4371,47,9
4372,47,9
4373,47,190
4374,47,59
4375,47,18
4376,47,27
4377,47,26
4378,47,329
4379,47,50
4380,47,1256
4381,47,7
4382,47,15
4383,47,15
4384,47,121
4385,47,11
4386,47,10
4387,47,145
4388,47,46
4389,47,28
4390,47,29
4391,47,473
4392,47,358
4393,47,14
4394,47,8
4395,47,117
4396,47,395
4397,47,1355
4398,47,710
4399,47,450
4400,47,35
4401,47,196
4402,47,39
4403,47,44
4404,47,23
4405,47,25
4406,47,17
4407,47,30
4408,47,38
4409,47,60
4410,48,682
4411,48,101
4412,48,175
4413,48,115
4414,48,20
4415,48,753
4416,48,25
4417,48,25
4418,48,170
4419,48,653
4420,48,8
4421,48,8
4422,48,26
4423,48,155
4424,48,165
4425,48,321
4426,48,151
4427,48,33
4428,48,33
4429,48,42
4430,48,73
4431,48,201
4432,48,15
4433,48,45
4434,48,31
4435,48,31
4436,48,330
4437,48,14
4438,48,14
4439,48,21
4440,48,30
4441,48,30
4442,48,30
4443,48,248
4444,48,24
4445,48,75
4446,48,116
4447,48,12
4448,48,35
4449,48,706
4450,48,126
4451,48,13
4452,48,110
4453,48,738
4454,48,90
4455,48,951
4456,48,23
4457,48,7
4458,48,1155
4459,48,36
4460,48,62
4461,48,28
4462,48,150
4463,48,40
4464,48,112
4465,48,281
4466,49,108
4467,49,675
4468,49,323
4469,49,102
4470,49,768
4471,49,109
4472,49,953
4473,49,14
4474,49,14
4475,49,14
4476,49,578
4477,49,137
4478,49,137
4479,49,137
4480,49,335
4481,49,27
4482,49,27
4483,49,36
4484,49,36
4485,49,104
4486,49,85
4487,49,62
4488,49,31
4489,49,40
4490,49,19
4491,49,140
4492,49,178
4493,49,22
4494,49,22
4495,49,34
4496,49,29
4497,49,12
4498,49,12
4499,49,455
4500,49,251
4501,49,54
4502,49,218
4503,49,204
4504,49,23
4505,49,51
4506,49,131
4507,49,68
4508,49,5
4509,49,127
4510,49,16
4511,49,346
4512,49,11
4513,49,488
4514,49,332
4515,49,97
4516,49,44
4517,49,707
4518,49,35
4519,49,45
4520,49,15
4521,49,471
9778,49,1069
9909,49,644
9910,49,237
9911,49,1341
9912,49,350
9913,49,579
4522,50,1045
4523,50,39
4524,50,39
4525,50,39
4526,50,1044
4527,50,46
4528,50,24
4529,50,24
4530,50,24
4531,50,73
4532,50,656
4533,50,224
4534,50,67
4535,50,145
4536,50,37
4537,50,359
4538,50,63
4539,50,13
4540,50,13
4541,50,987
4542,50,92
4543,50,21
4544,50,43
4545,50,229
4546,50,138
4547,50,99
4548,50,176
4549,50,340
4550,50,34
4551,50,22
4552,50,35
4553,50,708
4554,50,19
4555,50,20
4556,50,20
4557,50,18
4558,50,27
4559,50,27
4560,50,11
4561,50,65
4562,50,1161
4563,50,337
4564,50,338
4565,50,335
4566,50,871
4567,50,14
4568,50,122
4569,50,349
4570,50,185
4571,50,951
4572,50,17
4573,50,629
4574,50,158
4575,50,81
4576,50,62
4577,50,1438
4578,51,395
4579,51,348
4580,51,170
4581,51,35
4582,51,35
4583,51,220
4584,51,727
4585,51,698
4586,51,18
4587,51,18
4588,51,18
4589,51,27
4590,51,27
4591,51,32
4592,51,71
4593,51,17
4594,51,17
4595,51,972
4596,51,1430
4597,51,367
4598,51,83
4599,51,108
4600,51,225
4601,51,46
4602,51,112
4603,51,44
4604,51,25
4605,51,91
4606,51,13
4607,51,103
4608,51,87
4609,51,30
4610,51,30
4611,51,132
4612,51,148
4613,51,38
4614,51,22
4615,51,22
4616,51,22
4617,51,93
4618,51,111
4619,51,111
4620,51,327
4621,51,56
4622,51,156
4623,51,26
4624,51,661
4625,51,99
4626,51,1089
4627,51,1058
4628,51,990
4629,51,52
4630,51,336
4631,51,10
4632,51,277
4633,51,355
9731,51,41
4634,52,62
4635,52,110
4636,52,110
4637,52,51
4638,52,132
4639,52,1024
4640,52,340
4641,52,134
4642,52,29
4643,52,362
4644,52,35
4645,52,35
4646,52,67
4647,52,18
4648,52,68
4649,52,113
4650,52,113
4651,52,993
4652,52,98
4653,52,980
4654,52,41
4655,52,155
4656,52,952
4657,52,106
4658,52,133
4659,52,28
4660,52,28
4661,52,22
4662,52,135
4663,52,85
4664,52,467
4665,52,156
4666,52,1398
4667,52,24
4668,52,65
4669,52,1013
4670,52,10
4671,52,640
4672,52,290
4673,52,351
4674,52,47
4675,52,63
4676,52,49
4677,52,43
4678,52,36
4679,52,735
4680,52,335
4681,52,20
4682,52,474
4683,52,215
4684,52,1029
4685,52,671
4686,52,1025
4687,52,31
4688,52,743
4689,53,984
4690,53,17
4691,53,93
4692,53,26
4693,53,26
4694,53,333
4695,53,39
4696,53,13
4697,53,13
4698,53,13
4699,53,4
4700,53,114
4701,53,52
4702,53,576
4703,53,1
4704,53,144
4705,53,74
4706,53,347
4707,53,30
4708,53,30
4709,53,161
4710,53,192
4711,53,145
4712,53,1207
4713,53,962
4714,53,24
4715,53,761
4716,53,1388
4717,53,146
4718,53,146
4719,53,22
4720,53,34
4721,53,107
4722,53,16
4723,53,101
4724,53,27
4725,53,627
4726,53,608
4727,53,28
4728,53,3
4729,53,287
4730,53,1357
4731,53,358
4732,53,15
4733,53,11
4734,53,91
4735,53,50
4736,53,58
4737,53,29
4738,53,324
4739,53,33
4740,53,532
4741,53,25
4742,53,25
4743,53,88
4744,53,60
4745,54,103
4746,54,103
4747,54,12
4748,54,95
4749,54,55
4750,54,581
4751,54,78
4752,54,24
4753,54,24
4754,54,152
4755,54,1
4756,54,727
4757,54,13
4758,54,26
4759,54,26
4760,54,67
4761,54,40
4762,54,23
4763,54,88
4764,54,21
4765,54,346
4766,54,52
4767,54,18
4768,54,228
4769,54,325
4770,54,72
4771,54,32
4772,54,32
4773,54,9
4774,54,14
4775,54,14
4776,54,29
4777,54,47
4778,54,35
4779,54,125
4780,54,6
4781,54,82
4782,54,58
4783,54,97
4784,54,16
4785,54,22
4786,54,10
4787,54,615
4788,54,91
4789,54,34
4790,54,66
4791,54,208
4792,54,19
4793,54,17
4794,54,38
4795,54,344
4796,54,31
4797,54,220
4798,54,471
4799,54,534
4800,54,308
4801,55,989
4802,55,27
4803,55,80
4804,55,3
4805,55,10
4806,55,92
4807,55,92
4808,55,38
4809,55,38
4810,55,65
4811,55,93
4812,55,29
4813,55,322
4814,55,134
4815,55,43
4816,55,25
4817,55,1365
4818,55,1251
4819,55,18
4820,55,46
4821,55,26
4822,55,26
4823,55,26
4824,55,135
4825,55,16
4826,55,31
4827,55,31
4828,55,139
4829,55,591
4830,55,539
4831,55,995
4832,55,118
4833,55,37
4834,55,24
4835,55,331
4836,55,136
4837,55,22
4838,55,28
4839,55,162
4840,55,317
4841,55,362
4842,55,11
4843,55,15
4844,55,39
4845,55,96
4846,55,48
4847,55,111
4848,55,66
4849,55,469
4850,55,59
9702,55,1195
9703,55,215
9704,55,934
9705,55,644
4851,56,724
4852,56,21
4853,56,436
4854,56,105
4855,56,73
4856,56,42
4857,56,11
4858,56,1212
4859,56,30
4860,56,30
4861,56,8
4862,56,47
4863,56,47
4864,56,17
4865,56,17
4866,56,291
4867,56,28
4868,56,29
4869,56,33
4870,56,33
4871,56,41
4872,56,75
4873,56,1246
4874,56,126
4875,56,35
4876,56,35
4877,56,35
4878,56,31
4879,56,31
4880,56,78
4881,56,87
4882,56,22
4883,56,446
4884,56,288
4885,56,60
4886,56,1036
4887,56,95
4888,56,26
4889,56,310
4890,56,69
4891,56,14
4892,56,77
4893,56,151
4894,56,37
4895,56,99
4896,56,32
4897,56,15
4898,56,18
4899,56,6
4900,56,79
4901,57,35
4902,57,35
4903,57,121
4904,57,37
4905,57,21
4906,57,21
4907,57,1364
4908,57,10
4909,57,10
4910,57,11
4911,57,11
4912,57,11
4913,57,11
4914,57,55
4915,57,55
4916,57,12
4917,57,40
4918,57,480
4919,57,645
4920,57,9
4921,57,9
4922,57,381
4923,57,51
4924,57,29
4925,57,910
4926,57,142
4927,57,186
4928,57,1397
4929,57,15
4930,57,49
4931,57,60
4932,57,135
4933,57,62
4934,57,62
4935,57,74
4936,57,47
4937,57,26
4938,57,18
4939,57,93
4940,57,202
4941,57,20
4942,57,1032
4943,57,102
4944,57,331
4945,57,6
4946,57,3
4947,57,97
4948,57,53
4949,57,22
4950,58,78
4951,58,104
4952,58,21
4953,58,57
4954,58,285
4955,58,197
4956,58,22
4957,58,146
4958,58,348
4959,58,332
4960,58,332
4961,58,288
4962,58,32
4963,58,32
4964,58,6
4965,58,952
4966,58,19
4967,58,19
4968,58,23
4969,58,10
4970,58,10
4971,58,641
4972,58,99
4973,58,44
4974,58,12
4975,58,489
4976,58,25
4977,58,17
4978,58,17
4979,58,28
4980,58,36
4981,58,36
4982,58,325
4983,58,34
4984,58,34
4985,58,54
4986,58,54
4987,58,384
4988,58,33
4989,58,85
4990,58,323
4991,58,718
4992,58,26
4993,58,40
4994,58,210
4995,58,222
4996,58,261
4997,58,39
4998,58,27
4999,58,9
5000,59,5
5001,59,5
5002,59,5
5003,59,17
5004,59,324
5005,59,54
5006,59,54
5007,59,54
5008,59,479
5009,59,19
5010,59,2
5011,59,215
5012,59,687
5013,59,37
5014,59,55
5015,59,70
5016,59,70
5017,59,1379
5018,59,44
5019,59,30
5020,59,30
5021,59,42
5022,59,53
5023,59,26
5024,59,61
5025,59,61
5026,59,85
5027,59,49
5028,59,10
5029,59,62
5030,59,22
5031,59,20
5032,59,178
5033,59,166
5034,59,719
5035,59,24
5036,59,244
5037,59,554
5038,59,205
5039,59,11
5040,59,717
5041,59,100
5042,59,18
5043,59,204
5044,59,16
5045,59,15
5046,59,74
5047,59,356
5048,59,129
5049,59,549
5050,60,63
5051,60,34
5052,60,34
5053,60,348
5054,60,12
5055,60,30
5056,60,30
5057,60,30
5058,60,188
5059,60,52
5060,60,193
5061,60,15
5062,60,109
5063,60,109
5064,60,41
5065,60,16
5066,60,33
5067,60,33
5068,60,713
5069,60,713
5070,60,14
5071,60,14
5072,60,334
5073,60,38
5074,60,1190
5075,60,25
5076,60,27
5077,60,336
5078,60,96
5079,60,313
5080,60,456
5081,60,156
5082,60,732
5083,60,53
5084,60,26
5085,60,714
5086,60,13
5087,60,32
5088,60,162
5089,60,318
5090,60,10
5091,60,5
5092,60,17
5093,60,80
5094,60,342
5095,60,329
5096,60,154
5097,60,314
5098,60,112
5099,60,721
5100,61,24
5101,61,1001
5102,61,353
5103,61,168
5104,61,11
5105,61,1252
5106,61,53
5107,61,26
5108,61,28
5109,61,28
5110,61,28
5111,61,1429
5112,61,29
5113,61,13
5114,61,726
5115,61,7
5116,61,1023
5117,61,632
5118,61,98
5119,61,320
5120,61,96
5121,61,64
5122,61,12
5123,61,12
5124,61,20
5125,61,165
5126,61,529
5127,61,1374
5128,61,31
5129,61,9
5130,61,40
5131,61,40
5132,61,134
5133,61,10
5134,61,992
5135,61,231
5136,61,128
5137,61,16
5138,61,23
5139,61,749
5140,61,17
5141,61,447
5142,61,4
5143,61,325
5144,61,21
5145,61,730
5146,61,27
5147,61,338
5148,61,1087
5149,61,39
5150,62,33
5151,62,220
5152,62,35
5153,62,53
5154,62,25
5155,62,25
5156,62,25
5157,62,54
5158,62,68
5159,62,16
5160,62,16
5161,62,16
5162,62,10
5163,62,28
5164,62,338
5165,62,1254
5166,62,179
5167,62,102
5168,62,38
5169,62,266
5170,62,146
5171,62,1259
5172,62,83
5173,62,756
5174,62,148
5175,62,11
5176,62,11
5177,62,365
5178,62,351
5179,62,3
5180,62,7
5181,62,31
5182,62,114
5183,62,96
5184,62,81
5185,62,872
5186,62,326
5187,62,1006
5188,62,106
5189,62,307
5190,62,120
5191,62,60
5192,62,710
5193,62,80
5194,62,80
5195,62,73
5196,62,21
5197,62,465
5198,62,58
5199,62,335
5200,63,331
5201,63,48
5202,63,14
5203,63,663
5204,63,23
5205,63,23
5206,63,16
5207,63,16
5208,63,1172
5209,63,554
5210,63,392
5211,63,19
5212,63,10
5213,63,10
5214,63,10
5215,63,45
5216,63,207
5217,63,745
5218,63,85
5219,63,59
5220,63,59
5221,63,96
5222,63,73
5223,63,73
5224,63,44
5225,63,44
5226,63,9
5227,63,33
5228,63,542
5229,63,26
5230,63,8
5231,63,8
5232,63,7
5233,63,65
5234,63,65
5235,63,457
5236,63,75
5237,63,34
5238,63,61
5239,63,626
5240,63,88
5241,63,36
5242,63,49
5243,63,1439
5244,63,468
5245,63,57
5246,63,1219
5247,63,339
5248,63,2
9747,63,665
5249,64,713
5250,64,19
5251,64,19
5252,64,19
5253,64,90
5254,64,12
5255,64,186
5256,64,342
5257,64,16
5258,64,103
5259,64,103
5260,64,20
5261,64,20
5262,64,993
5263,64,42
5264,64,322
5265,64,21
5266,64,63
5267,64,43
5268,64,36
5269,64,18
5270,64,55
5271,64,55
5272,64,32
5273,64,32
5274,64,49
5275,64,207
5276,64,913
5277,64,754
5278,64,31
5279,64,372
5280,64,307
5281,64,88
5282,64,46
5283,64,50
5284,64,27
5285,64,41
5286,64,22
5287,64,229
5288,64,5
5289,64,1
5290,64,1012
5291,64,1238
5292,64,59
5293,64,113
5294,64,113
5295,64,10
5296,64,45
5297,64,14
5298,64,640
10015,64,845
10016,64,987
10017,64,473
10018,64,257
10256,64,109
5299,65,74
5300,65,128
5301,65,164
5302,65,45
5303,65,176
5304,65,64
5305,65,15
5306,65,15
5307,65,315
5308,65,32
5309,65,32
5310,65,32
5311,65,992
5312,65,142
5313,65,304
5314,65,16
5315,65,157
5316,65,18
5317,65,21
5318,65,21
5319,65,21
5320,65,36
5321,65,20
5322,65,20
5323,65,373
5324,65,82
5325,65,252
5326,65,22
5327,65,127
5328,65,50
5329,65,633
5330,65,4
5331,65,4
5332,65,13
5333,65,9
5334,65,24
5335,65,24
5336,65,23
5337,65,729
5338,65,6
5339,65,40
5340,65,374
5341,65,962
5342,65,1088
5343,65,68
5344,65,955
5345,65,1012
5346,65,53
5347,65,978
5348,65,130
5349,66,1027
5350,66,16
5351,66,212
5352,66,169
5353,66,129
5354,66,12
9706,66,12
5355,66,35
5356,66,19
5357,66,15
5358,66,131
5359,66,25
5360,66,25
5361,66,40
5362,66,310
5363,66,41
5364,66,156
5365,66,26
5366,66,26
5367,66,132
5368,66,564
5369,66,50
5370,66,122
5371,66,281
5372,66,562
9711,66,562
5373,66,180
5374,66,73
5375,66,343
9707,66,1212
9708,66,915
9709,66,843
9710,66,328
9712,66,356
9713,66,876
9714,66,1190
10100,66,1106
5376,67,88
5377,67,1210
5378,67,95
5379,67,40
5380,67,402
5381,67,317
5382,67,32
5383,67,33
5384,67,24
5385,67,119
5386,67,14
5387,67,14
5388,67,14
5389,67,61
5390,67,30
5391,67,30
5392,67,34
5393,67,31
5394,67,660
5395,67,45
5396,67,978
5397,67,481
5398,67,20
5399,67,133
5400,67,26
5401,67,21
5402,67,536
9763,67,1266
5403,68,75
5404,68,750
5405,68,0
5406,68,977
5407,68,724
5408,68,38
5409,68,17
5410,68,17
5411,68,25
5412,68,59
5413,68,276
5414,68,34
5415,68,318
5416,68,22
5417,68,1095
5418,68,262
5419,68,21
5420,68,984
5421,68,1236
5422,68,995
5423,68,54
5424,68,54
5425,68,719
5426,68,103
5427,68,733
5428,68,572
5429,69,761
5430,69,243
5431,69,1182
5432,69,83
5433,69,131
5434,69,304
5435,69,104
5436,69,60
5437,69,312
5438,69,169
5439,69,344
5440,69,13
5441,69,26
5442,69,26
5443,69,24
5444,69,12
5445,69,1417
5446,69,567
5447,69,16
5448,69,70
5449,69,29
5450,69,1330
5451,69,248
5452,69,10
5453,69,57
5454,69,34
5455,69,335
5456,70,240
5457,70,487
5458,70,36
5459,70,36
5460,70,25
5461,70,25
5462,70,330
5463,70,35
5464,70,12
5465,70,1044
5466,70,7
5467,70,58
5468,70,992
5469,70,1007
5470,70,1074
5471,70,39
5472,70,83
5473,70,1079
5474,70,15
5475,70,338
5476,70,33
5477,70,64
5478,70,16
5479,70,96
5480,70,96
5481,70,31
5482,70,1234
5483,71,1424
5484,71,68
5485,71,561
5486,71,80
5487,71,38
5488,71,47
5489,71,20
5490,71,121
5491,71,16
5492,71,16
5493,71,8
5494,71,31
5495,71,1019
5496,71,35
5497,71,206
5498,71,21
5499,71,208
5500,71,19
5501,71,4
5502,71,108
5503,71,30
5504,71,98
5505,71,10
5506,71,57
5507,71,43
5508,71,29
5509,71,112
9739,71,1132
5510,72,207
5511,72,561
5512,72,2
5513,72,39
5514,72,37
5515,72,58
5516,72,118
5517,72,34
5518,72,34
5519,72,667
5520,72,12
5521,72,347
5522,72,31
5523,72,38
5524,72,56
5525,72,56
5526,72,1368
5527,72,739
5528,72,77
5529,72,40
5530,72,121
5531,72,86
5532,72,297
5533,72,111
5534,72,158
5535,72,28
5536,72,26
5537,73,72
5538,73,562
5539,73,60
5540,73,134
5541,73,8
5542,73,51
5543,73,26
5544,73,43
5545,73,43
5546,73,54
5547,73,54
5548,73,12
5549,73,159
5550,73,15
5551,73,48
5552,73,964
5553,73,40
5554,73,656
5555,73,1361
5556,73,21
5557,73,86
5558,73,25
5559,73,28
5560,73,100
5561,73,335
5562,73,326
5563,74,82
5564,74,393
5565,74,37
5566,74,25
5567,74,25
5568,74,10
5569,74,18
5570,74,34
5571,74,34
5572,74,34
5573,74,7
5574,74,128
5575,74,27
5576,74,740
5577,74,64
5578,74,24
5579,74,31
5580,74,1341
5581,74,35
5582,74,1158
5583,74,13
5584,74,16
5585,74,22
5586,74,15
5587,74,15
5588,74,28
5589,74,28
5590,75,336
5591,75,985
5592,75,40
5593,75,19
5594,75,38
5595,75,9
5596,75,102
5597,75,21
5598,75,36
5599,75,56
5600,75,590
5601,75,133
5602,75,200
5603,75,1253
5604,75,570
5605,75,343
5606,75,725
5607,75,106
5608,75,10
5609,75,11
5610,75,1072
5611,75,8
5612,75,31
5613,75,78
5614,75,6
5615,75,26
5616,75,573
9586,75,51
9730,75,51
5617,76,96
5618,76,147
5619,76,1419
5620,76,346
5621,76,348
5622,76,44
5623,76,62
5624,76,41
5625,76,45
5626,76,377
5627,76,650
5628,76,58
5629,76,6
5630,76,4
5631,76,4
5632,76,25
5633,76,351
5634,76,11
5635,76,39
5636,76,20
5637,76,975
5638,76,953
5639,76,40
5640,76,736
5641,76,279
5642,76,81
5643,76,61
9732,76,470
5644,77,1209
5645,77,22
5646,77,21
5647,77,21
5648,77,21
5649,77,94
5650,77,257
5651,77,104
5652,77,30
5653,77,35
5654,77,19
5655,77,216
5656,77,28
5657,77,72
5658,77,301
5659,77,34
5660,77,63
5661,77,88
5662,77,36
5663,77,8
5664,77,37
5665,77,76
5666,77,1215
5667,77,319
5668,77,41
5669,77,65
5670,77,14
5671,78,40
5672,78,40
5673,78,7
5674,78,124
5675,78,168
5676,78,709
5677,78,26
5678,78,29
5679,78,29
5680,78,29
5681,78,38
5682,78,23
5683,78,380
5684,78,44
5685,78,33
5686,78,2
5687,78,335
5688,78,321
5689,78,60
5690,78,89
5691,78,145
5692,78,41
5693,78,20
5694,78,30
5695,78,27
5696,78,14
5697,78,51
9661,78,540
9662,78,230
9663,78,892
9664,78,814
9665,78,446
9666,78,98
9667,78,701
9668,78,545
5698,79,21
5699,79,110
5700,79,110
5701,79,61
5702,79,78
5703,79,43
5704,79,34
5705,79,68
5706,79,1213
5707,79,1346
5708,79,42
5709,79,40
5710,79,40
5711,79,10
5712,79,74
5713,79,771
5714,79,65
5715,79,951
5716,79,131
5717,79,211
5718,79,14
5719,79,1041
5720,79,18
5721,79,39
5722,79,33
5723,79,104
5724,79,11
9988,79,344
9989,79,312
10091,79,636
5725,80,118
5726,80,205
5727,80,4
5728,80,11
5729,80,9
5730,80,724
5731,80,20
5732,80,10
5733,80,10
5734,80,78
5735,80,32
5736,80,83
5737,80,331
5738,80,242
5739,80,39
5740,80,13
5741,80,59
5742,80,21
5743,80,62
5744,80,43
5745,80,53
5746,80,17
5747,80,34
5748,80,1238
5749,80,79
5750,80,965
5751,81,33
5752,81,33
5753,81,110
5754,81,21
5755,81,8
5756,81,35
5757,81,334
5758,81,13
5759,81,13
5760,81,26
5761,81,87
5762,81,89
5763,81,19
5764,81,93
5765,81,130
5766,81,27
5767,81,27
5768,81,7
5769,81,7
5770,81,24
5771,81,348
5772,81,30
5773,81,354
5774,81,22
5775,81,985
5776,81,1224
5777,81,330
5778,82,70
5779,82,78
5780,82,1071
5781,82,1039
5782,82,29
5783,82,16
5784,82,35
5785,82,185
5786,82,30
5787,82,12
5788,82,17
5789,82,15
5790,82,163
5791,82,77
5792,82,300
5793,82,138
5794,82,611
5795,82,737
5796,82,328
5797,82,14
5798,82,14
5799,82,43
5800,82,983
5801,82,21
5802,82,275
5803,82,1249
5804,82,1334
5805,83,34
5806,83,596
5807,83,66
5808,83,1384
5809,83,361
5810,83,307
5811,83,16
5812,83,44
5813,83,212
5814,83,52
5815,83,37
5816,83,32
5817,83,32
5818,83,11
5819,83,732
5820,83,123
5821,83,42
5822,83,78
5823,83,41
5824,83,25
5825,83,13
5826,83,62
5827,83,198
5828,83,547
5829,83,983
5830,83,106
5831,83,87
5832,84,8
5833,84,237
5834,84,26
5835,84,26
5836,84,62
5837,84,13
5838,84,201
5839,84,22
5840,84,10
5841,84,39
5842,84,140
5843,84,116
5844,84,25
5845,84,52
5846,84,12
5847,84,12
5848,84,66
5849,84,2
5850,84,723
5851,84,29
5852,84,27
5853,84,16
5854,84,448
5855,84,44
5856,84,209
5857,84,63
5858,84,63
5859,85,31
5860,85,41
5861,85,77
5862,85,556
5863,85,17
5864,85,9
5865,85,51
5866,85,36
5867,85,4
5868,85,28
5869,85,29
5870,85,29
5871,85,29
5872,85,319
5873,85,37
5874,85,160
5875,85,217
5876,85,56
5877,85,20
5878,85,40
5879,85,38
5880,85,97
5881,85,437
5882,85,462
5883,85,300
5884,85,116
5885,85,312
5886,86,568
5887,86,34
5888,86,27
5889,86,27
5890,86,908
5891,86,649
5892,86,438
5893,86,30
5894,86,48
5895,86,19
5896,86,458
5897,86,49
5898,86,24
5899,86,41
5900,86,28
5901,86,1010
5902,86,176
5903,86,22
5904,86,230
5905,86,40
5906,86,241
5907,86,8
5908,86,45
5909,86,26
5910,86,99
5911,86,123
5912,86,14
9669,86,935
9670,86,312
9671,86,159
9672,86,56
9673,86,572
9674,86,1274
9675,86,957
9676,86,121
9677,86,68
5913,87,16
5914,87,1414
5915,87,11
5916,87,96
5917,87,96
5918,87,93
5919,87,55
5920,87,590
5921,87,71
5922,87,70
5923,87,29
5924,87,730
5925,87,238
5926,87,157
5927,87,42
5928,87,17
5929,87,14
5930,87,995
5931,87,33
5932,87,7
5933,87,82
5934,87,445
5935,87,337
5936,87,40
5937,87,133
5938,87,1437
5939,87,192
5940,88,74
5941,88,91
5942,88,84
5943,88,35
5944,88,998
5945,88,110
5946,88,36
5947,88,37
5948,88,19
5949,88,7
5950,88,7
5951,88,13
5952,88,961
5953,88,729
5954,88,303
5955,88,57
5956,88,68
5957,88,139
5958,88,15
5959,88,63
5960,88,63
5961,88,12
5962,88,53
5963,88,10
5964,88,107
5965,88,104
5966,88,33
5967,89,26
5968,89,41
5969,89,728
5970,89,94
5971,89,44
5972,89,47
5973,89,186
5974,89,30
5975,89,61
5976,89,63
5977,89,149
5978,89,14
5979,89,745
